age,workclass,education,marital_status,hours_per_week,income,Sex
21,1,10,3,40,0,1
33,1,9,2,35,0,0
23,1,13,3,40,0,0
52,2,9,0,40,0,1
28,1,9,3,40,0,0
23,3,10,3,40,0,1
48,2,10,1,40,1,1
17,1,7,3,20,0,0
22,2,10,3,3,0,0
26,1,9,3,80,1,1
40,1,9,1,40,0,1
90,1,6,1,40,0,1
28,1,9,0,40,0,0
44,1,9,1,40,0,1
43,1,9,1,40,1,1
17,0,6,3,8,0,1
49,3,13,1,40,1,1
27,1,13,3,50,0,1
60,2,9,0,40,0,0
33,1,9,1,40,0,0
53,2,6,1,50,1,1
19,1,10,3,40,0,1
28,2,9,0,40,0,1
22,1,12,3,20,0,1
48,2,9,1,60,0,1
19,1,10,3,25,0,0
58,1,10,1,40,0,1
19,2,10,3,25,0,0
37,0,9,0,42,0,0
22,1,10,3,40,0,1
52,2,15,1,50,1,1
31,1,13,1,50,0,1
62,1,9,4,40,0,1
26,1,13,3,50,0,1
64,3,9,4,24,0,0
38,1,10,1,40,0,1
28,2,9,0,40,0,0
19,1,9,3,52,0,0
39,1,9,3,10,0,0
50,1,6,1,40,1,1
39,2,14,1,40,1,0
36,1,13,3,40,0,1
39,1,11,1,49,0,1
51,2,12,3,25,0,0
28,1,9,3,32,0,0
57,2,15,1,30,1,1
40,3,15,2,40,0,0
27,1,10,0,40,0,0
49,3,9,0,44,0,0
34,2,6,3,40,0,0
24,1,9,3,40,0,1
54,1,4,0,40,0,1
52,1,8,1,45,0,1
43,1,7,1,25,0,0
84,0,3,4,15,0,1
79,0,12,1,2,1,0
35,1,10,1,46,0,1
56,1,9,0,30,0,1
30,1,9,3,40,0,1
54,1,9,4,40,0,0
35,1,13,3,50,0,1
32,1,10,3,40,0,0
44,2,13,1,60,1,1
32,1,9,1,10,0,0
60,1,8,1,40,0,1
40,1,10,0,45,0,1
50,1,4,1,40,0,1
58,1,5,1,50,1,1
41,1,9,1,45,1,1
28,1,9,1,40,1,1
53,1,9,3,35,0,1
17,0,5,3,25,0,0
45,1,9,0,40,0,0
23,1,9,3,30,0,0
25,1,10,1,50,0,1
40,2,10,3,35,1,1
28,1,13,3,60,0,0
27,1,8,3,40,0,1
19,3,10,3,15,0,1
24,1,9,3,25,0,1
38,1,13,2,40,0,1
24,3,14,3,40,0,0
18,1,7,3,7,0,1
58,1,9,0,40,0,0
35,1,14,3,44,1,1
43,1,5,3,20,0,0
24,1,9,1,40,0,1
63,1,5,1,40,0,1
40,1,5,1,40,0,1
21,1,13,3,20,0,1
20,3,10,1,40,0,1
49,0,10,1,20,1,1
47,3,9,1,40,0,1
48,2,9,1,36,0,1
23,0,12,1,40,0,1
35,3,13,1,40,1,1
46,1,10,1,20,0,0
18,1,8,3,25,0,1
28,2,13,3,50,1,1
62,0,13,1,4,0,1
20,1,9,3,20,0,0
28,1,9,1,40,0,1
57,1,9,1,40,0,1
56,1,4,1,40,0,1
33,1,9,1,40,0,1
19,1,9,3,40,0,1
29,1,9,1,40,0,1
30,1,10,3,55,0,1
53,3,13,0,57,0,0
25,1,2,3,40,0,0
44,3,9,1,38,0,1
22,1,10,1,28,0,1
40,1,9,0,40,0,1
25,1,11,3,40,0,1
30,2,4,1,40,0,1
51,1,11,0,38,0,0
17,1,7,3,24,0,0
46,3,13,1,40,1,1
50,3,10,1,40,1,1
34,1,10,3,50,0,0
42,0,14,1,50,0,1
41,3,13,1,40,0,1
32,1,13,3,40,0,1
32,1,9,1,40,0,1
47,1,10,1,70,0,1
50,1,10,1,40,0,1
77,1,4,4,23,0,0
33,1,9,0,40,0,1
47,2,9,1,48,0,1
64,1,7,1,40,0,1
34,1,9,1,50,0,1
34,3,9,3,35,0,0
37,3,9,3,40,0,1
34,1,13,1,40,1,1
22,0,10,3,29,0,0
50,2,16,0,64,0,1
60,1,13,1,45,1,1
46,3,13,0,43,0,0
43,1,9,1,44,0,0
48,1,14,1,40,1,1
48,1,10,3,43,0,0
37,1,10,1,40,0,1
51,1,14,1,40,1,1
52,1,14,1,45,1,1
27,1,3,3,20,0,0
43,3,14,1,40,1,1
23,1,9,3,25,0,1
35,1,10,3,40,0,0
49,1,6,3,38,0,0
51,3,13,1,40,1,0
71,3,9,4,9,0,1
63,1,9,4,40,0,0
41,3,14,3,35,0,0
24,3,10,3,40,0,0
41,3,10,0,45,0,0
33,3,12,1,40,0,1
42,3,10,1,40,0,1
23,1,13,3,40,0,1
49,1,11,0,38,0,0
28,2,8,1,40,0,1
31,1,3,1,56,0,1
28,1,13,3,35,0,1
37,1,7,1,25,0,1
19,1,10,3,40,0,1
51,3,13,1,26,0,1
25,1,11,1,41,0,1
49,2,9,1,50,0,1
47,1,9,0,45,0,0
48,3,9,1,40,0,1
41,3,9,0,40,0,0
32,1,9,0,40,0,0
26,0,9,3,16,0,0
46,1,9,1,40,0,1
17,1,6,3,20,0,0
34,1,7,0,43,0,1
44,1,9,3,30,0,0
23,1,12,3,20,0,0
65,0,10,1,20,0,1
34,1,13,1,45,0,1
34,3,15,1,40,1,1
39,1,11,1,40,0,1
34,1,7,3,40,0,1
21,1,9,3,40,0,1
53,1,4,1,45,0,1
54,2,14,0,50,1,1
32,1,10,0,40,0,0
39,3,13,3,35,0,1
39,1,10,0,40,0,0
29,1,9,1,40,0,1
29,1,9,0,40,0,0
43,1,9,1,42,1,1
20,0,10,3,15,0,1
39,1,14,1,40,0,1
45,1,10,0,40,0,0
36,1,10,1,40,0,1
71,0,11,4,40,0,0
62,0,9,1,40,0,1
31,1,9,3,58,0,0
39,1,9,1,60,1,1
45,3,9,1,40,1,1
19,1,9,3,50,0,1
43,1,10,1,48,1,1
32,1,11,1,40,0,1
43,2,13,3,60,0,0
34,1,13,1,27,0,1
66,2,10,1,40,0,1
46,2,12,1,40,0,0
23,1,13,3,40,0,0
41,1,13,3,40,1,1
63,1,9,1,40,0,1
35,2,15,1,50,1,1
28,1,5,3,50,1,1
37,1,13,1,55,1,1
63,0,9,1,20,0,1
43,1,13,1,42,1,1
30,2,11,3,60,0,1
36,3,14,1,60,1,0
54,1,13,1,40,1,1
36,3,13,1,50,1,1
77,1,13,1,50,1,1
28,1,9,1,40,0,0
39,2,9,1,72,1,1
37,1,13,2,40,0,1
22,3,13,3,35,0,0
54,1,13,3,50,0,0
21,1,10,3,20,0,0
36,1,6,1,40,0,1
62,2,9,4,30,0,0
40,1,10,1,40,1,1
47,2,10,0,40,0,0
38,1,13,1,70,1,1
28,1,3,3,40,0,1
46,1,13,0,40,0,0
22,1,10,1,35,0,1
37,1,9,0,25,0,0
69,1,6,2,28,0,0
43,1,13,1,50,1,1
53,1,13,3,21,1,0
20,1,9,3,35,0,0
22,1,13,3,50,0,1
48,1,5,1,44,0,1
40,3,14,1,40,1,1
68,0,10,1,20,0,1
23,1,6,3,60,0,1
25,3,13,1,38,1,0
22,1,9,3,40,0,1
23,1,8,3,30,0,1
41,3,13,1,45,1,1
25,1,10,3,25,0,0
58,1,10,1,40,0,1
33,1,9,0,45,0,1
28,1,14,1,48,0,1
19,1,7,3,25,0,0
44,1,10,0,40,0,0
68,1,1,3,10,0,1
33,3,9,1,40,1,1
24,1,9,0,40,0,0
44,2,9,1,50,0,1
31,1,9,2,40,0,0
29,1,9,0,40,0,0
65,1,5,4,40,0,0
55,1,9,4,40,0,0
49,1,9,1,40,0,1
27,1,9,3,40,0,0
41,1,9,0,30,0,1
33,2,10,1,50,1,1
22,2,9,3,40,0,1
66,1,9,1,4,0,1
38,1,10,0,60,0,1
43,1,9,1,42,1,1
40,3,10,1,40,0,1
32,1,10,1,40,1,1
30,1,9,3,35,0,0
35,1,13,1,40,0,1
33,3,13,3,60,0,1
36,1,13,1,55,1,1
33,2,13,1,60,0,1
53,1,9,1,60,1,1
27,1,13,3,45,0,1
22,1,13,3,15,0,0
26,1,9,1,36,0,1
64,1,9,1,21,0,0
48,1,10,0,45,0,0
23,1,9,3,40,0,0
26,1,10,3,40,0,0
35,2,13,1,40,0,1
46,1,10,1,40,1,1
65,2,10,4,45,0,0
18,1,3,3,54,0,1
34,2,15,1,55,1,1
28,1,9,3,40,0,0
37,1,13,1,60,1,1
61,0,13,1,10,0,1
31,1,13,1,35,0,0
25,3,13,3,40,0,0
81,1,2,1,15,0,1
47,1,9,2,35,0,0
39,1,9,1,40,0,1
37,1,10,1,30,0,1
44,1,9,1,45,1,1
37,1,12,1,45,0,1
41,1,10,1,50,1,1
27,0,3,1,40,0,0
55,1,10,1,40,1,1
60,1,13,1,40,1,1
22,1,12,3,36,0,1
23,1,13,3,25,0,1
19,1,9,3,60,0,0
45,1,10,1,44,1,1
36,1,9,2,30,0,0
46,1,13,1,40,1,1
48,1,7,1,40,0,1
39,2,9,1,50,0,1
29,1,13,1,20,0,1
39,1,9,0,40,0,0
26,1,9,3,40,0,0
37,1,12,0,25,0,1
49,1,10,1,40,1,0
27,1,13,3,40,0,1
28,1,6,3,40,0,1
35,1,10,0,30,0,0
17,1,6,3,40,0,1
18,1,9,3,40,0,1
33,1,10,3,38,0,0
33,1,12,1,60,0,1
51,1,10,1,35,0,0
49,1,9,3,40,0,0
41,1,10,1,35,1,1
64,1,2,0,12,0,0
40,1,10,1,40,1,1
49,3,9,4,40,0,0
23,1,13,3,40,0,0
34,1,10,0,40,0,0
47,2,10,1,86,0,1
36,1,12,1,40,1,1
23,3,13,3,40,0,0
47,2,10,1,80,0,1
61,1,9,0,40,0,0
47,2,13,1,40,0,1
56,1,13,1,40,1,1
20,1,8,3,55,0,0
33,1,9,1,46,1,0
36,2,9,1,50,1,1
38,0,9,1,35,0,0
34,3,10,1,40,1,1
56,1,9,1,50,0,1
32,1,11,3,23,0,0
49,1,13,3,40,1,1
71,1,9,1,40,1,1
19,1,10,3,15,0,0
20,1,10,3,40,0,0
42,1,9,0,35,0,0
51,1,10,1,20,1,0
38,1,10,1,40,0,0
38,1,6,1,40,1,1
35,2,13,0,25,0,1
24,3,13,1,40,0,0
40,1,9,0,40,0,1
21,1,9,3,35,0,1
49,1,9,0,40,0,1
18,0,10,3,24,0,0
52,1,13,1,42,0,0
27,1,13,3,60,0,0
20,1,9,3,40,0,1
31,1,10,0,40,0,1
25,1,9,3,40,0,0
19,3,10,3,20,0,1
33,1,10,1,50,0,1
23,1,13,3,40,0,1
34,1,14,0,40,0,0
37,3,14,0,40,0,0
25,1,13,3,40,0,0
40,1,11,1,40,0,1
33,2,13,3,40,0,0
31,1,10,3,40,0,0
32,2,13,1,45,0,1
63,0,13,1,8,1,1
54,2,13,1,70,1,1
32,2,9,1,44,0,1
29,3,9,1,40,0,1
26,3,10,1,40,0,1
39,2,10,1,60,0,1
54,1,10,1,40,0,1
57,1,6,1,40,0,1
23,3,13,3,40,0,1
27,2,10,1,45,1,1
42,1,13,3,55,1,1
31,1,6,1,40,0,1
49,3,14,0,60,0,0
50,1,9,1,40,0,1
46,3,9,0,30,0,0
37,1,9,0,60,0,1
26,1,9,1,40,0,1
27,1,13,0,35,0,0
24,1,10,3,25,0,1
24,2,9,3,40,0,1
29,1,9,0,34,0,0
47,1,13,1,50,1,1
26,1,12,0,45,0,0
20,1,10,3,40,0,1
36,1,9,1,50,0,1
25,1,14,1,40,0,1
46,1,13,1,40,1,1
29,1,10,1,40,1,1
18,1,7,3,20,0,0
46,1,11,1,40,0,1
61,1,13,1,50,1,1
41,1,9,4,40,0,0
50,1,10,0,40,0,0
36,3,13,3,60,0,1
38,1,10,3,40,0,0
75,2,9,1,35,0,1
26,1,11,1,40,1,0
44,1,13,1,40,1,1
25,1,9,3,40,0,0
31,1,10,3,40,0,0
49,1,8,3,35,0,1
34,1,9,1,48,0,1
31,2,9,1,40,0,1
47,2,10,0,40,0,1
18,1,9,3,20,0,0
42,1,9,3,40,0,1
29,1,13,3,40,0,1
38,3,10,0,75,0,1
22,1,10,3,20,0,0
32,1,9,3,40,0,1
20,1,10,3,48,0,1
41,1,15,1,50,0,1
46,1,9,1,46,1,1
44,1,9,1,38,0,0
35,1,13,3,40,0,0
18,0,10,3,25,0,1
36,3,5,1,25,0,1
30,1,10,3,40,0,1
40,3,16,1,50,1,1
25,1,13,3,40,0,0
26,1,4,3,40,0,1
66,2,9,1,40,1,0
48,1,4,1,32,0,1
35,1,10,3,50,0,1
41,1,14,1,45,1,1
19,1,10,3,20,0,0
55,2,9,1,40,0,1
45,1,10,0,50,0,1
29,1,13,3,40,0,1
65,1,9,0,20,0,0
30,1,12,3,40,0,1
43,1,10,1,40,0,1
61,1,4,1,40,0,1
22,1,10,3,50,0,0
23,1,7,2,40,0,0
34,1,9,1,40,0,1
51,1,9,4,35,0,0
21,1,10,3,15,0,0
31,1,12,3,40,0,1
34,1,12,3,35,0,0
33,3,10,1,40,1,0
44,1,7,1,40,1,1
21,3,10,3,20,0,1
75,3,9,0,20,0,0
55,3,14,1,60,1,1
43,2,9,1,16,0,0
31,1,9,1,45,0,1
41,1,10,1,45,0,1
26,3,14,3,50,0,1
23,1,11,3,40,0,0
42,3,9,0,40,0,0
29,1,9,3,40,0,0
21,1,9,3,50,0,1
28,1,13,3,40,0,1
64,0,9,1,40,0,1
35,3,10,3,40,0,0
65,1,13,1,20,0,1
58,1,13,0,50,0,1
63,0,15,1,30,1,1
59,1,9,0,40,0,0
30,1,11,1,40,1,1
28,1,13,3,40,0,1
51,0,3,1,8,0,1
34,1,9,3,40,0,1
51,3,10,0,40,0,0
41,1,9,1,40,0,1
57,1,10,1,40,1,1
28,2,11,1,60,0,1
62,3,9,4,18,0,0
22,3,10,3,20,0,1
38,1,13,1,40,1,1
34,0,7,3,30,0,1
45,3,9,1,40,1,1
37,1,12,1,55,0,1
21,1,9,0,40,0,1
49,1,9,3,40,0,1
24,1,9,3,40,0,1
20,3,10,3,24,0,0
27,1,15,1,50,1,0
40,1,9,2,40,0,0
19,0,10,3,30,0,0
31,3,13,0,40,0,0
39,1,9,2,40,0,1
50,1,9,1,40,0,1
52,1,11,0,40,0,0
44,1,14,1,45,0,0
50,0,9,1,55,1,1
17,2,6,3,35,0,1
33,3,9,1,40,0,1
28,1,6,3,40,0,0
39,2,13,1,60,0,1
33,1,11,3,40,0,1
59,1,4,3,32,0,1
74,1,2,4,15,0,0
54,1,10,1,40,1,1
31,1,12,1,55,0,1
31,1,10,2,40,0,0
20,1,10,3,20,0,0
57,2,15,1,36,0,1
49,1,9,4,40,0,0
19,0,9,3,30,0,1
38,1,9,3,40,0,1
39,1,9,1,42,1,1
32,0,10,0,40,0,1
57,1,13,1,40,0,0
38,1,15,1,99,1,1
25,1,13,3,38,0,0
40,1,13,3,45,0,0
34,1,13,1,48,1,1
35,2,9,0,50,0,1
53,1,10,0,34,0,0
21,1,10,3,40,0,1
43,1,13,1,40,0,1
43,2,9,1,60,0,1
22,1,11,3,35,0,0
64,2,9,1,35,0,1
19,0,8,3,28,0,1
34,1,9,1,70,0,1
46,1,9,1,40,0,0
35,1,9,3,40,0,1
32,1,10,1,60,0,1
26,1,10,3,40,0,1
25,1,9,3,40,0,1
55,1,13,1,55,1,1
22,1,10,3,40,0,0
29,3,10,0,20,0,1
38,2,9,1,99,0,1
55,1,10,4,35,0,0
26,1,9,1,40,0,1
34,2,13,3,60,0,1
25,3,9,3,40,0,0
18,0,7,3,25,0,1
58,3,5,1,40,0,1
34,3,11,3,40,0,0
29,2,10,3,45,0,1
49,3,16,0,50,1,1
38,1,13,3,35,0,0
21,1,10,3,35,0,1
28,1,13,1,40,1,1
42,1,10,1,40,1,0
29,2,12,3,60,0,1
48,1,9,0,45,0,0
40,1,13,1,40,0,1
36,1,10,1,40,1,1
34,1,13,1,60,1,1
57,2,2,1,35,0,1
24,1,5,3,40,0,1
32,1,5,2,23,0,0
18,2,9,3,48,0,1
39,1,9,1,56,0,1
39,1,7,0,40,0,1
18,1,7,3,12,0,0
20,1,10,3,40,0,1
27,0,5,3,40,0,0
54,1,6,1,40,0,1
40,2,9,1,75,1,1
27,1,10,1,30,0,1
27,1,9,3,40,0,0
43,3,13,3,50,0,1
22,1,13,3,40,0,0
17,1,7,3,12,0,0
37,2,12,1,50,1,1
33,1,11,3,40,0,1
45,1,9,0,40,0,1
33,1,9,1,40,0,1
71,1,9,1,36,0,1
23,3,13,3,45,0,0
41,1,15,1,80,1,1
21,0,6,3,30,0,0
47,1,9,1,20,0,0
30,1,13,3,65,0,1
40,1,10,1,40,0,0
44,1,10,0,48,0,0
31,3,9,1,40,0,1
68,1,9,1,24,0,1
38,1,13,3,40,0,1
78,2,7,1,10,0,1
31,2,11,1,55,0,1
39,1,9,0,40,0,1
46,3,14,0,50,0,0
30,1,10,1,50,1,1
34,1,10,3,35,0,1
30,3,9,2,35,0,1
47,1,13,1,40,1,1
40,1,10,1,17,1,0
62,0,9,1,40,0,1
44,2,9,1,70,0,1
40,1,9,0,40,0,0
20,1,10,3,40,0,1
45,1,13,1,40,1,1
51,1,9,3,40,0,0
38,1,10,1,40,0,1
49,3,14,1,40,1,1
30,3,9,2,26,0,0
20,1,10,3,40,0,1
34,1,5,2,40,0,1
42,3,9,4,40,0,0
43,1,13,3,40,1,0
62,1,9,3,38,0,0
21,1,10,3,70,0,0
58,3,2,4,40,0,1
30,1,13,1,40,0,0
37,1,9,2,70,0,1
22,3,13,3,40,0,0
64,3,5,3,38,0,0
42,1,9,1,50,1,1
43,3,9,1,40,0,1
34,1,10,0,40,0,0
25,1,9,3,6,0,0
21,1,10,3,40,0,1
45,3,9,1,40,1,1
55,2,12,1,55,1,1
24,1,9,3,50,0,1
70,2,10,1,35,0,1
27,3,13,3,35,0,1
34,1,10,1,40,0,1
57,1,13,1,40,0,1
37,2,9,1,40,0,1
52,1,2,1,50,1,1
32,1,9,1,48,0,1
42,1,11,1,40,0,1
24,1,13,3,40,0,0
50,1,9,1,40,0,1
36,1,12,1,50,0,1
42,1,9,1,40,0,1
39,3,13,3,45,0,1
38,3,13,1,52,0,1
18,1,9,3,40,0,1
63,2,3,3,3,0,0
82,2,9,1,40,0,1
33,1,9,0,45,0,1
37,1,10,1,40,0,1
24,1,9,1,40,0,1
31,1,13,3,50,0,0
59,1,9,0,40,0,0
18,1,8,3,55,0,1
47,2,10,1,40,0,1
48,1,7,1,50,0,1
27,1,13,3,33,0,0
34,1,7,3,40,0,1
50,1,11,1,84,0,1
57,2,10,1,75,0,1
60,1,9,1,40,0,1
39,1,9,1,40,1,1
56,0,10,0,50,1,0
18,1,9,3,25,0,0
26,1,12,1,75,0,0
20,1,9,3,30,0,0
29,3,14,3,45,0,1
30,1,9,0,52,0,1
21,1,10,3,15,0,1
24,3,10,3,40,0,0
51,1,9,1,40,0,1
31,1,9,0,40,0,0
36,3,10,1,40,0,1
29,1,13,3,72,0,0
20,1,9,3,35,0,0
46,1,10,4,60,0,0
44,1,9,1,45,0,1
39,1,9,0,38,0,0
39,1,13,0,55,0,1
45,1,9,1,44,1,1
28,1,10,1,55,0,1
44,1,10,1,35,0,0
27,1,9,3,70,0,0
34,2,9,1,40,0,1
35,1,9,1,40,0,1
28,3,9,3,40,0,1
25,1,15,3,30,0,0
21,1,10,3,20,0,0
18,1,7,3,15,0,1
63,2,4,4,10,0,0
18,1,7,3,8,0,0
32,1,9,1,40,0,1
25,0,7,3,40,0,0
19,1,7,3,20,0,1
23,1,10,3,60,0,1
38,1,14,1,40,0,1
45,1,13,1,40,1,1
30,1,9,1,40,0,1
24,3,10,0,25,0,0
23,1,10,3,40,0,0
27,1,9,3,50,0,1
48,1,10,3,40,0,1
31,2,9,3,44,0,1
31,1,2,3,25,0,0
18,1,8,3,25,0,0
36,1,9,3,40,0,0
22,1,9,3,40,0,0
72,1,6,1,15,0,1
61,1,6,1,55,0,1
37,3,9,0,40,0,0
30,2,9,1,50,1,1
40,1,12,0,40,0,0
20,1,9,3,40,0,1
65,1,13,1,15,0,1
36,1,10,0,40,0,0
37,1,9,3,40,0,1
33,2,10,1,60,0,1
64,3,9,4,40,0,0
61,2,13,1,20,1,1
38,1,13,3,45,0,0
24,1,13,3,40,0,0
39,1,13,3,40,1,1
44,1,13,1,40,1,1
47,1,10,0,40,0,0
73,0,15,1,40,0,1
66,1,13,1,40,0,1
53,1,10,1,50,1,1
43,3,13,1,55,1,1
57,3,16,1,40,1,1
44,1,12,0,45,0,0
52,2,9,4,40,0,0
46,1,10,3,40,0,1
20,1,10,3,40,0,0
37,3,9,1,40,1,1
41,2,10,1,50,0,1
30,1,9,1,55,0,1
59,1,10,0,56,0,1
22,1,13,3,40,0,0
40,1,9,0,30,0,0
39,2,13,1,50,0,1
24,1,6,0,58,0,0
63,1,9,1,40,1,1
51,1,12,0,40,0,0
34,2,13,3,50,0,1
38,1,11,1,50,1,1
17,1,7,3,15,0,0
20,1,10,3,25,0,0
42,2,9,1,40,0,1
41,1,13,1,12,1,0
56,3,9,1,40,0,1
17,1,6,3,5,0,1
23,1,10,1,40,0,0
33,0,10,3,40,0,1
36,3,13,2,40,0,1
37,1,3,1,40,0,1
52,1,9,2,40,0,0
28,1,9,1,50,0,1
59,1,9,1,40,0,1
30,1,6,3,40,0,1
32,1,11,3,40,0,1
30,1,4,3,50,0,1
53,1,9,1,40,0,1
54,2,6,1,36,0,1
26,1,13,3,50,0,1
31,1,11,0,40,0,0
34,1,9,3,40,0,1
30,3,9,1,40,0,1
53,1,9,1,40,0,1
27,1,10,0,20,0,0
23,1,3,1,40,0,1
24,1,11,1,45,0,1
33,3,9,0,35,0,0
22,3,10,3,10,0,0
47,1,9,1,44,0,1
44,3,15,0,40,1,1
41,1,11,3,45,0,0
45,0,9,2,4,0,1
24,1,9,1,44,0,1
65,0,13,1,40,0,1
45,1,13,0,50,0,0
23,1,13,3,55,0,1
54,1,9,1,40,0,1
40,1,7,3,37,0,0
45,1,3,0,35,0,0
50,1,9,1,40,0,1
40,1,12,3,25,0,1
24,1,10,3,40,0,1
50,1,10,1,60,1,1
58,2,10,0,40,0,1
47,1,10,1,46,0,1
37,1,16,1,99,1,1
37,2,9,3,35,0,1
22,1,12,3,45,0,1
29,2,9,1,48,0,1
45,1,13,1,40,1,1
49,2,10,1,60,0,1
72,1,9,0,16,0,0
63,2,9,1,12,0,1
26,1,9,1,50,0,1
58,2,11,1,42,0,1
40,1,9,1,50,0,1
56,1,10,1,40,0,1
55,2,10,1,72,0,1
28,1,13,3,45,0,0
57,1,9,1,40,0,0
37,1,14,0,45,1,1
44,1,9,0,40,0,0
31,1,9,1,40,0,1
42,1,10,1,40,0,1
18,1,10,3,25,0,0
57,2,6,1,40,0,1
53,3,10,1,35,0,1
38,1,9,1,44,1,1
33,1,9,0,50,0,0
42,1,14,0,40,0,0
70,0,9,1,60,0,1
50,1,9,1,50,0,1
50,1,9,1,40,0,1
28,1,12,1,40,0,1
72,3,7,0,8,0,0
33,1,9,1,40,0,1
47,1,9,1,25,0,1
48,1,10,1,40,1,1
64,2,13,1,24,1,1
19,1,7,3,35,0,0
48,1,11,0,40,0,0
24,1,14,3,45,0,0
42,3,9,0,40,0,0
43,1,9,1,50,1,0
34,1,12,3,40,0,0
55,2,14,1,60,0,1
22,1,9,1,40,0,1
39,1,10,0,60,0,0
50,2,13,1,35,0,1
25,1,13,3,20,0,0
52,1,7,0,20,0,0
30,1,9,1,40,0,1
37,2,9,0,50,0,1
73,2,9,1,20,0,1
50,1,4,0,60,0,1
34,1,10,1,45,0,1
24,1,12,3,40,0,1
66,1,10,1,24,1,1
22,1,9,3,55,0,1
69,3,6,1,25,0,1
23,1,9,3,40,0,1
55,1,13,4,40,0,0
35,1,10,4,30,0,0
20,1,10,3,35,0,0
70,2,10,1,20,1,1
34,1,9,3,40,0,1
38,3,16,1,45,1,1
33,1,4,0,40,0,1
43,1,9,2,26,0,0
60,2,10,1,40,0,1
32,2,9,1,55,0,1
34,1,9,1,45,0,1
46,2,14,3,25,0,1
30,3,10,3,84,0,1
23,0,9,3,20,0,0
29,1,10,1,40,0,1
51,1,9,1,60,0,1
31,1,4,3,25,0,1
36,3,9,3,36,0,0
23,1,10,3,22,0,1
35,1,9,1,30,0,1
28,3,14,3,40,0,0
33,3,13,1,40,1,1
40,1,10,1,40,0,1
27,1,10,1,45,0,1
38,2,9,1,40,1,1
25,1,10,1,56,1,0
38,1,10,3,40,0,0
66,0,10,1,40,1,1
65,3,10,3,40,0,0
30,1,11,3,40,1,1
54,1,7,1,43,0,0
49,1,8,0,40,0,0
41,2,11,1,15,1,0
48,3,9,1,40,1,1
23,1,3,3,12,0,0
77,1,9,1,25,0,1
19,1,10,3,20,0,0
30,1,9,1,30,0,0
35,1,9,1,55,1,1
20,1,10,3,40,0,0
49,1,9,3,40,0,0
52,1,13,1,45,1,1
24,1,14,1,35,1,0
50,1,9,1,15,0,1
22,1,7,3,65,0,1
19,1,10,3,20,0,1
39,1,7,3,30,0,0
45,1,13,1,38,0,1
61,3,13,0,30,0,1
45,1,12,0,55,0,1
36,3,13,1,40,0,1
38,1,9,1,50,0,1
52,3,10,1,40,0,1
29,3,11,1,42,1,1
33,1,9,3,40,0,1
40,2,10,3,40,0,1
34,1,9,3,55,0,1
46,3,13,0,50,1,1
19,1,9,3,13,0,0
44,1,9,1,40,1,0
40,1,9,3,40,0,1
20,1,10,3,2,0,0
24,1,12,3,30,0,1
76,1,9,4,17,0,1
20,1,9,1,40,0,1
33,1,15,3,40,1,1
31,1,10,1,40,0,1
33,1,9,0,40,0,0
19,1,9,3,35,0,1
30,1,9,1,45,0,1
42,1,13,1,40,0,1
37,1,7,1,40,0,1
28,2,9,3,28,0,0
42,3,10,1,52,1,1
76,0,9,4,25,0,0
21,1,11,3,40,0,0
29,1,10,3,40,0,1
43,1,13,1,40,1,1
44,1,9,0,38,0,1
38,1,10,3,40,0,0
28,1,10,1,50,1,1
29,1,9,3,40,0,0
20,1,10,3,40,0,1
49,2,14,1,40,1,1
36,3,10,1,56,1,1
40,2,13,1,50,1,1
17,1,8,3,30,0,0
45,1,9,1,40,0,1
42,1,10,3,28,0,1
29,1,13,3,40,0,0
23,1,13,3,40,0,1
20,1,10,3,40,0,0
23,1,9,3,24,0,1
39,1,9,3,40,0,1
34,1,10,1,40,1,1
43,2,13,3,45,0,1
25,3,10,3,40,0,1
40,1,10,1,60,0,1
52,2,9,0,25,0,1
48,1,9,4,36,0,0
37,1,11,3,6,0,0
36,1,9,1,50,0,1
33,1,11,1,40,0,1
36,3,9,1,40,1,0
24,1,13,3,10,0,1
42,3,9,0,40,0,1
35,2,12,3,40,0,1
40,3,9,0,22,0,0
50,2,15,1,40,0,1
40,1,14,1,50,1,1
22,1,9,3,40,0,1
57,2,9,1,40,0,1
51,3,9,1,40,1,1
61,3,9,3,35,0,0
71,1,9,4,20,0,0
47,1,9,1,40,1,1
38,1,13,3,45,0,0
25,1,13,3,65,0,1
33,1,7,1,50,0,1
40,3,7,0,52,0,0
39,0,7,3,40,0,0
33,1,9,3,40,0,1
46,1,10,3,36,0,0
24,1,9,1,40,1,0
28,1,14,3,30,0,1
20,1,9,3,40,0,1
34,1,10,0,40,0,0
34,3,13,1,55,0,1
25,1,10,3,40,0,0
36,1,13,1,40,0,1
61,1,9,1,40,0,1
38,1,10,2,58,0,0
20,0,9,3,40,0,0
56,1,9,1,10,0,0
24,1,13,3,40,0,0
60,1,10,0,48,0,0
37,1,10,1,50,0,1
27,1,10,1,40,1,1
54,1,10,2,28,0,1
40,1,9,1,30,0,1
18,1,8,3,15,0,1
51,3,9,1,40,1,1
40,2,10,1,50,1,1
64,3,9,1,8,0,1
33,1,9,1,38,0,0
31,1,9,0,40,0,0
31,1,2,3,37,0,1
39,1,8,1,45,0,1
22,1,10,3,40,0,1
31,1,10,3,40,0,1
68,1,3,2,12,0,1
59,3,6,0,37,0,0
25,1,13,3,40,0,1
23,1,9,3,40,0,1
